Iteration,Error,Training_accuracy,Test_accuracy
Iteration0,67.737,82.427,81.951
Iteration1,64.740,82.427,81.951
Iteration2,62.454,82.427,81.951
Iteration3,60.741,82.427,81.951
Iteration4,59.579,82.427,81.951
Iteration5,57.359,82.427,81.951
Iteration6,55.920,83.473,81.951
Iteration7,54.815,83.473,81.951
Iteration8,53.818,84.310,85.366
Iteration9,52.597,84.310,85.366
Iteration10,52.014,84.310,85.366
Iteration11,51.137,84.310,85.366
Iteration12,50.123,84.310,85.366
Iteration13,49.592,84.310,85.366
Iteration14,49.130,84.310,85.366
Iteration15,48.291,84.310,85.366
Iteration16,47.020,80.962,81.463
Iteration17,46.411,80.544,82.439
Iteration18,45.973,80.544,82.439
Iteration19,44.972,80.544,82.439
Iteration20,44.923,81.172,82.439
Iteration21,44.493,81.172,82.439
Iteration22,44.062,81.172,82.439
Iteration23,43.514,80.544,82.439
Iteration24,42.558,84.100,83.902
Iteration25,42.816,84.100,83.902
Iteration26,41.995,84.100,83.902
Iteration27,41.641,84.937,80.000
Iteration28,40.947,84.937,80.000
Iteration29,40.939,84.937,80.000
Iteration30,39.901,84.937,80.000
Iteration31,39.444,82.218,82.439
Iteration32,39.064,82.218,82.439
Iteration33,38.544,82.218,82.439
Iteration34,37.829,83.264,81.463
Iteration35,37.918,83.473,82.439
Iteration36,38.010,83.473,82.439
Iteration37,37.330,84.310,83.415
Iteration38,36.923,84.310,83.415
Iteration39,37.213,84.310,83.415
Iteration40,36.989,85.774,82.439
Iteration41,36.479,85.774,82.439
Iteration42,35.934,83.682,82.439
Iteration43,35.992,84.310,82.927
Iteration44,35.688,83.682,82.439
Iteration45,35.734,83.473,82.439
Iteration46,35.298,83.473,82.439
Iteration47,35.038,83.682,82.439
Iteration48,34.986,83.891,82.927
Iteration49,34.842,83.891,82.927
Iteration50,34.495,85.774,83.902
Iteration51,34.544,85.774,83.902
Iteration52,34.708,85.565,86.829
Iteration53,34.489,85.565,86.829
Iteration54,34.431,85.565,86.829
Iteration55,34.080,85.565,86.829
Iteration56,34.130,85.565,86.829
Iteration57,34.065,84.519,82.927
Iteration58,33.895,84.519,82.927
Iteration59,33.580,84.519,82.927
Iteration60,33.566,84.519,82.927
Iteration61,33.620,84.519,82.927
Iteration62,33.736,84.519,82.927
Iteration63,33.618,83.682,83.415
Iteration64,33.592,83.682,85.854
Iteration65,33.672,87.238,85.854
Iteration66,33.658,83.682,85.854
Iteration67,33.454,89.331,87.805
Iteration68,33.509,89.331,87.805
Iteration69,33.486,89.331,87.805
Iteration70,33.578,88.703,87.317
Iteration71,33.697,85.983,85.854
Iteration72,33.454,85.983,85.854
Iteration73,33.256,85.983,85.854
Iteration74,33.583,85.983,85.854
Iteration75,33.443,85.774,84.878
Iteration76,33.499,85.774,84.878
Iteration77,33.280,85.774,84.878
Iteration78,33.418,85.774,84.878
Iteration79,33.568,85.774,84.878
Iteration80,33.626,85.774,84.878
Iteration81,33.658,85.774,84.878
Iteration82,33.599,85.774,84.878
Iteration83,33.834,85.774,84.878
Iteration84,33.820,86.402,86.341
Iteration85,33.676,85.774,84.878
Iteration86,33.500,84.519,86.341
Iteration87,33.220,87.866,86.829
Iteration88,33.296,87.866,86.829
Iteration89,33.393,87.238,85.366
Iteration90,32.818,87.238,85.366
Iteration91,32.470,87.029,85.366
Iteration92,32.492,87.238,85.366
Iteration93,32.521,87.238,85.366
Iteration94,32.468,87.238,85.366
Iteration95,32.435,87.238,85.366
Iteration96,32.328,86.820,85.854
Iteration97,32.021,87.238,85.366
Iteration98,31.890,88.075,86.341
Iteration99,31.589,88.075,86.341
Iteration100,31.802,88.075,86.341
Iteration101,31.693,88.075,86.341
Iteration102,31.723,88.075,86.341
Iteration103,31.813,85.983,84.878
Iteration104,32.012,85.983,84.878
Iteration105,32.061,85.983,84.878
Iteration106,32.158,85.983,84.878
Iteration107,31.896,88.285,87.317
Iteration108,31.653,85.983,84.878
Iteration109,31.599,85.983,84.878
Iteration110,31.524,88.912,86.829
Iteration111,31.551,88.912,86.829
Iteration112,31.164,85.983,84.878
Iteration113,31.157,85.983,84.878
Iteration114,31.192,85.983,84.878
Iteration115,31.005,87.029,86.829
Iteration116,30.870,86.820,85.854
Iteration117,30.666,86.820,85.854
Iteration118,30.717,86.820,85.854
Iteration119,30.431,86.820,85.854
Iteration120,30.286,86.611,85.854
Iteration121,30.308,86.611,85.854
Iteration122,30.206,86.611,85.854
Iteration123,29.971,86.611,85.854
Iteration124,29.922,86.611,85.854
Iteration125,29.843,86.611,85.854
Iteration126,29.621,86.611,85.854
Iteration127,29.285,86.611,84.878
Iteration128,29.289,88.912,86.341
Iteration129,29.094,88.912,86.341
Iteration130,28.807,88.912,86.341
Iteration131,28.751,88.912,86.341
Iteration132,28.473,87.029,84.878
Iteration133,28.487,87.029,84.878
Iteration134,28.618,87.029,84.878
Iteration135,28.412,87.029,84.878
Iteration136,28.361,87.657,86.829
Iteration137,28.230,87.657,86.829
Iteration138,28.232,89.540,87.805
Iteration139,28.255,87.238,85.854
Iteration140,28.104,86.611,85.854
Iteration141,28.020,87.238,86.341
Iteration142,27.921,88.075,84.878
Iteration143,27.784,88.075,84.878
Iteration144,27.686,88.075,84.878
Iteration145,27.480,87.448,85.854
Iteration146,27.325,88.075,84.878
Iteration147,27.179,85.774,85.854
Iteration148,26.991,88.075,84.878
Iteration149,27.067,88.075,84.878
Iteration150,27.111,88.075,84.878
Iteration151,27.000,88.075,84.878
Iteration152,26.985,88.703,88.780
Iteration153,26.972,88.703,88.780
Iteration154,26.708,87.448,87.805
Iteration155,26.572,87.448,87.805
Iteration156,26.517,87.448,87.805
Iteration157,26.522,87.448,87.805
Iteration158,26.283,87.448,87.805
Iteration159,26.238,87.448,87.805
Iteration160,26.232,87.448,87.805
Iteration161,26.264,88.075,87.317
Iteration162,26.148,88.075,87.317
Iteration163,26.029,87.448,87.805
Iteration164,25.816,88.703,89.268
Iteration165,25.710,88.912,88.780
Iteration166,25.676,87.448,87.805
Iteration167,25.714,87.448,87.805
Iteration168,25.760,87.448,87.805
Iteration169,25.903,87.448,87.805
Iteration170,25.878,87.448,87.805
Iteration171,25.727,89.121,89.756
Iteration172,25.744,89.121,89.756
Iteration173,25.671,89.121,89.756
Iteration174,25.620,89.121,89.756
Iteration175,25.524,89.121,89.756
Iteration176,25.490,89.121,89.756
Iteration177,25.424,89.121,89.756
Iteration178,25.417,87.448,87.805
Iteration179,25.353,87.448,87.805
Iteration180,25.370,89.331,87.805
Iteration181,25.220,89.331,87.805
Iteration182,25.199,88.703,87.805
Iteration183,25.177,88.494,88.293
Iteration184,25.186,88.494,88.293
Iteration185,25.177,88.494,88.293
Iteration186,24.985,88.494,88.780
Iteration187,25.026,88.703,88.780
Iteration188,24.851,88.703,88.780
Iteration189,24.794,88.703,88.780
Iteration190,24.667,88.703,88.780
Iteration191,24.640,88.703,88.780
Iteration192,24.593,88.285,88.780
Iteration193,24.510,88.285,88.780
Iteration194,24.439,88.285,88.780
Iteration195,24.383,88.285,88.780
Iteration196,24.441,88.285,88.780
Iteration197,24.282,88.494,89.268
Iteration198,24.173,89.121,87.805
Iteration199,24.088,89.121,87.805
Iteration200,24.039,88.703,88.780
Iteration201,24.074,88.494,88.780
Iteration202,23.894,88.285,88.780
Iteration203,23.916,89.540,89.268
Iteration204,23.885,89.540,89.268
Iteration205,23.820,88.912,89.268
Iteration206,23.734,89.331,88.293
Iteration207,23.691,89.331,88.293
Iteration208,23.665,89.331,88.293
Iteration209,23.646,89.331,88.293
Iteration210,23.483,89.331,88.293
Iteration211,23.391,89.331,88.293
Iteration212,23.246,89.331,88.293
Iteration213,23.175,89.121,88.780
Iteration214,23.197,89.121,88.780
Iteration215,23.185,89.121,88.780
Iteration216,23.026,89.121,87.805
Iteration217,23.017,89.121,87.805
Iteration218,23.027,90.377,88.780
Iteration219,22.913,89.331,89.756
Iteration220,22.889,90.377,88.780
Iteration221,22.837,89.331,89.756
Iteration222,22.749,89.331,89.756
Iteration223,22.710,89.331,89.756
Iteration224,22.641,89.331,89.756
Iteration225,22.608,89.540,89.756
Iteration226,22.547,89.331,87.805
Iteration227,22.480,89.958,88.293
Iteration228,22.443,89.958,88.293
Iteration229,22.406,89.958,88.293
Iteration230,22.406,89.958,88.293
Iteration231,22.350,89.331,87.805
Iteration232,22.366,89.121,86.829
Iteration233,22.339,89.331,87.805
Iteration234,22.369,89.540,87.805
Iteration235,22.326,89.749,89.756
Iteration236,22.090,89.749,89.756
Iteration237,22.090,89.749,89.756
Iteration238,22.060,89.121,89.268
Iteration239,22.025,89.540,87.805
Iteration240,22.041,89.121,89.268
Iteration241,22.030,89.121,89.268
Iteration242,21.991,89.121,89.268
Iteration243,21.948,89.958,89.268
Iteration244,21.938,89.958,89.268
Iteration245,21.989,89.958,89.268
Iteration246,21.973,89.958,89.268
Iteration247,21.972,89.958,89.268
Iteration248,21.993,89.749,88.780
Iteration249,21.932,89.331,89.268
Iteration250,21.930,89.331,89.268
Iteration251,21.908,89.749,88.780
Iteration252,21.903,89.749,88.780
Iteration253,21.901,89.749,88.780
Iteration254,21.898,89.749,88.780
Iteration255,21.908,89.749,88.780
Iteration256,21.894,89.749,88.780
Iteration257,21.813,89.749,88.780
Iteration258,21.801,89.749,88.780
Iteration259,21.825,89.958,88.780
Iteration260,21.812,89.749,89.268
Iteration261,21.811,89.540,89.268
Iteration262,21.826,89.540,89.268
Iteration263,21.824,89.540,88.780
Iteration264,21.807,89.540,88.780
Iteration265,21.707,89.540,89.268
Iteration266,21.701,89.958,89.756
Iteration267,21.698,89.958,89.756
Iteration268,21.674,89.958,89.756
Iteration269,21.718,90.377,89.268
Iteration270,21.596,90.795,90.244
Iteration271,21.582,90.795,90.244
Iteration272,21.557,90.795,90.244
Iteration273,21.540,90.795,90.244
Iteration274,21.520,90.795,90.244
Iteration275,21.498,90.795,90.244
Iteration276,21.501,90.795,90.244
Iteration277,21.445,90.795,90.244
Iteration278,21.414,90.795,90.244
Iteration279,21.454,90.795,90.244
Iteration280,21.463,90.795,90.244
Iteration281,21.465,90.795,90.244
Iteration282,21.489,90.795,90.244
Iteration283,21.425,90.795,90.244
Iteration284,21.375,90.795,90.244
Iteration285,21.412,90.795,90.244
Iteration286,21.286,90.795,90.244
Iteration287,21.373,90.795,90.244
Iteration288,21.432,90.795,90.244
Iteration289,21.389,90.795,90.244
Iteration290,21.396,90.795,90.244
Iteration291,21.394,90.795,90.244
Iteration292,21.349,89.540,89.268
Iteration293,21.382,89.540,89.268
Iteration294,21.335,90.377,89.756
Iteration295,21.230,90.167,88.780
Iteration296,21.204,88.912,89.268
Iteration297,21.221,89.749,88.293
Iteration298,21.175,89.749,88.293
Iteration299,21.092,90.167,87.805
Iteration300,21.167,89.958,89.756
Iteration301,21.204,89.958,89.756
Iteration302,21.177,89.540,90.244
Iteration303,21.119,89.958,88.293
Iteration304,21.127,89.331,89.268
Iteration305,21.073,89.331,89.268
Iteration306,21.041,89.331,89.268
Iteration307,20.985,89.331,89.268
Iteration308,21.024,89.331,89.268
Iteration309,21.047,89.331,89.268
Iteration310,21.102,89.331,89.268
Iteration311,21.080,89.331,89.268
Iteration312,21.096,89.331,89.268
Iteration313,21.061,89.121,88.293
Iteration314,21.104,89.121,88.293
Iteration315,21.109,90.167,87.317
Iteration316,21.083,89.331,90.244
Iteration317,21.087,89.331,88.780
Iteration318,21.158,89.331,88.780
Iteration319,21.119,90.167,87.317
Iteration320,21.063,89.958,88.293
Iteration321,20.988,90.167,87.317
Iteration322,20.935,89.958,87.317
Iteration323,20.923,90.167,87.317
Iteration324,20.873,90.167,87.317
Iteration325,20.807,90.167,88.293
Iteration326,20.807,90.167,87.317
Iteration327,20.827,90.167,87.317
Iteration328,20.817,90.167,87.317
Iteration329,20.845,89.958,88.293
Iteration330,20.796,89.749,90.244
Iteration331,20.764,89.749,90.244
Iteration332,20.682,89.749,90.244
Iteration333,20.640,90.586,88.780
Iteration334,20.570,90.167,90.244
Iteration335,20.521,90.586,88.780
Iteration336,20.401,90.586,88.780
Iteration337,20.405,90.586,90.244
Iteration338,20.366,90.167,88.293
Iteration339,20.360,89.958,89.268
Iteration340,20.288,89.749,89.268
Iteration341,20.236,89.958,90.244
Iteration342,20.246,90.377,87.805
Iteration343,20.226,90.586,90.244
Iteration344,20.292,90.586,90.244
Iteration345,20.188,90.586,90.244
Iteration346,20.235,90.586,90.732
Iteration347,20.217,90.586,90.244
Iteration348,20.235,90.167,88.780
Iteration349,20.195,90.795,90.732
Iteration350,20.176,90.167,89.268
Iteration351,20.151,90.586,89.756
Iteration352,20.190,90.586,89.756
Iteration353,20.135,90.586,89.756
Iteration354,20.134,90.586,89.756
Iteration355,20.170,90.586,89.756
Iteration356,20.117,90.586,89.756
Iteration357,20.092,90.586,89.756
Iteration358,20.091,90.795,89.756
Iteration359,20.093,90.795,89.756
Iteration360,20.126,90.795,89.756
Iteration361,20.042,89.958,90.244
Iteration362,20.065,90.795,89.756
Iteration363,20.068,90.586,89.756
Iteration364,20.033,90.795,89.756
Iteration365,20.074,90.167,87.805
Iteration366,20.083,90.795,88.293
Iteration367,20.052,90.795,88.293
Iteration368,20.028,90.795,88.293
Iteration369,20.051,90.167,88.293
Iteration370,20.064,90.795,88.780
Iteration371,20.033,89.749,88.780
Iteration372,19.994,89.749,88.780
Iteration373,19.951,91.004,90.244
Iteration374,19.950,91.004,90.244
Iteration375,19.952,91.004,90.244
Iteration376,19.986,91.004,90.244
Iteration377,19.936,91.004,90.244
Iteration378,19.940,91.004,90.244
Iteration379,19.951,91.004,90.244
Iteration380,19.916,90.795,88.780
Iteration381,19.890,90.795,88.780
Iteration382,19.851,90.795,88.780
Iteration383,19.859,90.795,88.780
Iteration384,19.840,89.749,90.244
Iteration385,19.794,91.004,89.756
Iteration386,19.784,90.586,89.756
Iteration387,19.877,90.586,89.756
Iteration388,19.877,90.586,89.756
Iteration389,19.836,91.004,89.268
Iteration390,19.777,90.377,89.268
Iteration391,19.743,89.749,90.244
Iteration392,19.771,89.749,90.244
Iteration393,19.803,90.167,88.780
Iteration394,19.825,91.632,89.268
Iteration395,19.848,91.632,89.268
Iteration396,19.825,91.632,89.268
Iteration397,19.806,91.632,89.268
Iteration398,19.748,91.004,89.756
Iteration399,19.760,91.004,89.756
Iteration400,19.696,91.004,89.756
Iteration401,19.738,90.377,90.732
Iteration402,19.693,90.377,90.732
Iteration403,19.701,91.004,90.244
Iteration404,19.699,91.004,90.244
Iteration405,19.651,89.749,89.756
Iteration406,19.683,91.004,88.780
Iteration407,19.746,91.004,88.780
Iteration408,19.721,89.749,89.756
Iteration409,19.725,90.795,89.756
Iteration410,19.710,90.795,89.756
Iteration411,19.764,90.795,89.756
Iteration412,19.789,90.795,89.756
Iteration413,19.796,90.795,89.756
Iteration414,19.853,90.795,89.756
Iteration415,19.837,90.795,89.756
Iteration416,19.844,90.795,89.756
Iteration417,19.787,90.795,89.756
Iteration418,19.723,90.795,89.756
Iteration419,19.634,90.795,89.756
Iteration420,19.664,90.795,89.756
Iteration421,19.619,90.795,89.756
Iteration422,19.626,90.795,89.756
Iteration423,19.667,91.213,89.756
Iteration424,19.717,90.795,89.756
Iteration425,19.742,91.213,89.268
Iteration426,19.769,91.213,89.268
Iteration427,19.692,91.213,89.268
Iteration428,19.628,91.213,89.268
Iteration429,19.619,91.213,89.268
Iteration430,19.584,91.213,89.268
Iteration431,19.622,91.423,88.780
Iteration432,19.629,90.377,90.732
Iteration433,19.717,90.377,90.732
Iteration434,19.727,90.377,90.732
Iteration435,19.712,90.377,90.732
Iteration436,19.683,90.377,90.732
Iteration437,19.676,90.377,90.732
Iteration438,19.623,90.377,90.732
Iteration439,19.599,90.377,90.732
Iteration440,19.559,90.377,90.732
Iteration441,19.592,90.377,89.756
Iteration442,19.620,90.377,89.756
Iteration443,19.513,90.377,90.732
Iteration444,19.543,90.795,88.780
Iteration445,19.511,90.377,90.732
Iteration446,19.491,90.795,89.756
Iteration447,19.537,90.377,90.732
Iteration448,19.540,90.167,89.268
Iteration449,19.577,90.167,89.268
Iteration450,19.569,91.004,89.268
Iteration451,19.586,90.167,89.268
Iteration452,19.575,90.167,89.268
Iteration453,19.529,90.167,89.268
Iteration454,19.514,90.167,89.268
Iteration455,19.455,89.958,88.293
Iteration456,19.446,89.958,88.293
Iteration457,19.458,90.586,90.732
Iteration458,19.434,90.586,90.732
Iteration459,19.414,90.586,90.732
Iteration460,19.454,91.213,90.732
Iteration461,19.546,90.377,89.268
Iteration462,19.585,90.377,89.268
Iteration463,19.560,90.586,89.756
Iteration464,19.524,89.958,89.756
Iteration465,19.473,89.958,89.756
Iteration466,19.413,89.958,89.756
Iteration467,19.402,90.377,89.268
Iteration468,19.407,90.795,90.244
Iteration469,19.420,90.795,90.244
Iteration470,19.377,90.795,90.244
Iteration471,19.384,90.795,90.244
Iteration472,19.349,90.795,90.244
Iteration473,19.377,90.795,90.244
Iteration474,19.394,90.795,90.244
Iteration475,19.314,90.795,90.244
Iteration476,19.230,90.795,90.244
Iteration477,19.278,90.795,90.244
Iteration478,19.273,90.795,90.244
Iteration479,19.283,90.795,90.244
Iteration480,19.244,90.795,90.244
Iteration481,19.182,90.795,90.244
Iteration482,19.196,90.795,90.244
Iteration483,19.145,90.795,90.244
Iteration484,19.111,90.795,90.244
Iteration485,19.131,90.795,90.244
Iteration486,19.088,91.213,90.244
Iteration487,19.106,91.213,90.244
Iteration488,19.089,91.213,90.244
Iteration489,19.084,91.213,90.244
Iteration490,19.082,91.213,90.244
Iteration491,19.076,91.841,89.756
Iteration492,19.095,91.841,89.756
Iteration493,19.062,91.841,89.756
Iteration494,19.085,91.841,89.756
Iteration495,19.039,91.841,89.756
Iteration496,19.039,91.841,89.756
Iteration497,19.097,91.841,89.756
Iteration498,19.111,91.841,89.756
Iteration499,19.023,91.841,89.756
Iteration500,18.976,91.841,89.756
Iteration501,19.038,91.841,89.756
Iteration502,18.983,91.841,89.756
Iteration503,18.805,91.841,89.756
Iteration504,18.794,91.841,89.756
Iteration505,18.827,91.841,89.756
Iteration506,18.880,91.841,89.756
Iteration507,18.899,91.841,89.756
Iteration508,18.907,91.841,89.756
Iteration509,18.879,91.004,91.220
Iteration510,18.954,91.004,91.220
Iteration511,18.944,91.004,88.780
Iteration512,18.912,91.004,88.780
Iteration513,18.887,91.004,88.780
Iteration514,18.789,91.004,88.780
Iteration515,18.819,91.004,88.780
Iteration516,18.775,90.795,90.732
Iteration517,18.745,90.795,90.732
Iteration518,18.691,91.423,90.244
Iteration519,18.723,91.423,90.244
Iteration520,18.659,91.423,90.244
Iteration521,18.608,91.423,90.244
Iteration522,18.573,91.632,88.293
Iteration523,18.510,91.632,88.293
Iteration524,18.472,91.632,88.293
Iteration525,18.406,91.632,88.293
Iteration526,18.404,91.213,91.220
Iteration527,18.385,91.213,90.244
Iteration528,18.393,91.213,90.244
Iteration529,18.317,91.213,90.244
Iteration530,18.286,91.632,89.268
Iteration531,18.295,91.632,89.268
Iteration532,18.280,91.632,89.268
Iteration533,18.340,91.632,89.268
Iteration534,18.318,91.004,89.756
Iteration535,18.229,91.632,90.732
Iteration536,18.227,91.632,90.732
Iteration537,18.254,91.632,90.732
Iteration538,18.183,91.632,90.732
Iteration539,18.115,91.632,90.732
Iteration540,18.157,91.632,90.732
Iteration541,18.091,91.213,89.268
Iteration542,18.158,91.423,89.268
Iteration543,18.171,91.004,88.780
Iteration544,18.087,91.423,89.756
Iteration545,18.079,91.423,88.780
Iteration546,18.075,91.423,88.780
Iteration547,18.165,91.423,88.780
Iteration548,18.088,91.423,88.780
Iteration549,18.080,91.423,88.780
Iteration550,18.087,91.423,88.780
Iteration551,18.100,91.423,88.780
Iteration552,18.074,91.423,88.780
Iteration553,18.110,92.259,89.268
Iteration554,18.097,92.259,89.268
Iteration555,18.084,90.586,89.756
Iteration556,18.075,90.586,89.756
Iteration557,18.021,91.423,90.244
Iteration558,18.036,91.423,90.244
Iteration559,18.038,91.423,90.244
Iteration560,18.070,91.423,90.244
Iteration561,18.031,91.423,90.244
Iteration562,18.019,91.213,90.244
Iteration563,18.040,91.213,90.244
Iteration564,18.027,92.259,89.268
Iteration565,18.019,92.259,89.268
Iteration566,17.988,92.259,89.268
Iteration567,18.046,92.259,89.268
Iteration568,18.052,92.259,89.268
Iteration569,18.060,92.259,89.268
Iteration570,18.042,92.259,89.268
Iteration571,18.009,92.259,89.268
Iteration572,18.017,92.259,89.268
Iteration573,18.010,92.259,89.268
Iteration574,17.985,92.259,89.268
Iteration575,17.961,92.259,89.268
Iteration576,18.005,91.841,90.244
Iteration577,17.980,91.841,90.244
Iteration578,17.992,91.841,90.244
Iteration579,18.024,92.259,89.268
Iteration580,18.063,92.259,89.268
Iteration581,18.057,92.259,89.268
Iteration582,17.981,92.259,89.268
Iteration583,17.960,92.259,89.268
Iteration584,17.982,92.259,89.268
Iteration585,18.052,92.259,89.268
Iteration586,18.075,92.259,89.268
Iteration587,18.041,92.259,89.268
Iteration588,17.994,92.259,89.268
Iteration589,18.049,92.259,89.268
Iteration590,18.082,92.259,89.268
Iteration591,18.069,92.259,89.268
Iteration592,18.057,92.469,88.780
Iteration593,18.003,92.469,88.780
Iteration594,17.979,92.259,89.268
Iteration595,17.963,92.259,89.268
Iteration596,17.927,92.259,89.268
Iteration597,17.906,92.259,89.268
Iteration598,17.919,92.259,89.268
Iteration599,17.862,92.259,89.268
Iteration600,17.929,92.259,89.268
Iteration601,17.881,92.259,89.268
Iteration602,17.895,92.259,89.268
Iteration603,17.956,92.259,89.268
Iteration604,17.957,91.841,89.268
Iteration605,17.982,92.259,89.268
Iteration606,17.950,92.259,89.268
Iteration607,17.948,91.632,90.244
Iteration608,17.921,91.632,90.244
Iteration609,17.873,91.632,90.244
Iteration610,17.831,91.632,90.244
Iteration611,17.837,91.632,90.244
Iteration612,17.854,91.632,90.244
Iteration613,17.870,91.632,90.244
Iteration614,17.894,91.632,90.244
Iteration615,17.902,91.632,90.244
Iteration616,17.837,91.632,90.244
Iteration617,17.885,91.632,90.244
Iteration618,17.882,91.632,90.244
Iteration619,17.903,91.632,90.244
Iteration620,17.848,91.632,90.244
Iteration621,17.890,91.632,90.244
Iteration622,17.924,91.632,90.244
Iteration623,17.907,91.632,90.244
Iteration624,17.904,91.632,90.244
Iteration625,17.901,91.632,90.244
Iteration626,17.974,91.632,90.244
Iteration627,17.931,91.632,90.244
Iteration628,17.976,91.632,90.244
Iteration629,17.988,92.050,89.756
Iteration630,18.038,92.050,89.756
Iteration631,18.007,91.213,89.756
Iteration632,17.994,92.050,89.756
Iteration633,17.991,92.050,89.756
Iteration634,18.009,92.050,89.756
Iteration635,17.984,91.213,89.268
Iteration636,17.979,92.259,89.756
Iteration637,17.971,91.213,89.756
Iteration638,17.947,91.213,89.756
Iteration639,17.889,91.213,89.756
Iteration640,17.834,91.632,90.732
Iteration641,17.802,91.632,90.732
Iteration642,17.791,91.213,90.244
Iteration643,17.740,92.469,89.268
Iteration644,17.778,92.469,89.268
Iteration645,17.729,92.469,89.268
Iteration646,17.721,91.841,89.756
Iteration647,17.723,91.841,89.756
Iteration648,17.645,91.841,89.756
Iteration649,17.623,91.841,89.756
Iteration650,17.655,91.841,89.756
Iteration651,17.632,91.841,89.756
Iteration652,17.602,92.050,89.756
Iteration653,17.635,91.841,89.756
Iteration654,17.626,91.841,89.756
Iteration655,17.602,91.841,89.756
Iteration656,17.593,91.632,88.780
Iteration657,17.613,92.050,91.220
Iteration658,17.578,92.259,89.268
Iteration659,17.564,91.632,88.780
Iteration660,17.545,92.050,89.756
Iteration661,17.526,92.050,89.756
Iteration662,17.534,92.050,89.756
Iteration663,17.552,92.050,89.756
Iteration664,17.541,92.050,89.756
Iteration665,17.559,92.050,89.756
Iteration666,17.555,92.050,88.293
Iteration667,17.558,92.050,88.293
Iteration668,17.549,92.050,88.293
Iteration669,17.526,92.050,88.293
Iteration670,17.558,91.632,89.268
Iteration671,17.517,91.213,89.268
Iteration672,17.522,91.213,89.756
Iteration673,17.458,92.259,89.268
Iteration674,17.445,92.259,89.268
Iteration675,17.478,91.423,88.293
Iteration676,17.472,91.841,88.780
Iteration677,17.475,91.423,90.244
Iteration678,17.459,91.004,88.780
Iteration679,17.456,92.678,90.244
Iteration680,17.443,92.678,90.244
Iteration681,17.470,92.259,89.268
Iteration682,17.435,92.259,89.268
Iteration683,17.390,92.259,89.268
Iteration684,17.373,91.004,89.268
Iteration685,17.350,91.632,89.756
