Iteration,Error,Training_accuracy,Test_accuracy
Iteration0,66.525,76.360,79.024
Iteration1,64.196,75.105,73.171
Iteration2,62.725,79.707,76.585
Iteration3,60.623,75.314,73.171
Iteration4,59.556,72.385,70.244
Iteration5,58.383,75.941,73.171
Iteration6,57.704,81.590,77.073
Iteration7,56.821,81.799,76.098
Iteration8,56.708,81.799,76.098
Iteration9,55.519,81.799,76.098
Iteration10,55.249,81.799,76.098
Iteration11,53.680,81.799,76.098
Iteration12,53.244,73.431,72.195
Iteration13,52.371,81.799,76.098
Iteration14,52.137,81.799,76.098
Iteration15,51.621,81.799,76.098
Iteration16,50.784,81.799,76.098
Iteration17,50.528,81.172,79.024
Iteration18,50.224,81.381,77.073
Iteration19,50.425,81.590,77.561
Iteration20,50.471,81.590,77.561
Iteration21,50.012,81.381,77.073
Iteration22,49.522,82.008,76.585
Iteration23,48.590,77.824,79.512
Iteration24,48.034,79.079,78.049
Iteration25,48.264,79.079,78.049
Iteration26,48.498,87.866,80.488
Iteration27,47.924,87.866,80.488
Iteration28,47.448,87.866,80.488
Iteration29,46.707,79.707,74.146
Iteration30,46.184,79.707,74.146
Iteration31,46.387,84.310,79.512
Iteration32,46.464,83.054,79.512
Iteration33,46.376,79.707,74.146
Iteration34,45.684,82.427,80.976
Iteration35,45.573,79.707,74.146
Iteration36,45.371,78.033,75.122
Iteration37,45.207,79.079,76.585
Iteration38,44.937,79.079,76.585
Iteration39,44.871,81.590,77.561
Iteration40,44.902,83.891,79.024
Iteration41,44.651,83.891,79.024
Iteration42,44.635,83.891,79.024
Iteration43,44.106,84.937,84.878
Iteration44,43.705,83.891,79.024
Iteration45,43.310,83.891,79.024
Iteration46,43.218,84.937,83.902
Iteration47,42.904,84.937,83.902
Iteration48,42.946,84.937,83.902
Iteration49,42.845,84.937,83.902
Iteration50,42.184,84.937,83.902
Iteration51,41.724,84.937,83.902
Iteration52,41.309,84.937,83.902
Iteration53,40.981,84.937,83.902
Iteration54,40.765,85.983,88.293
Iteration55,40.770,85.983,88.293
Iteration56,40.411,82.008,78.537
Iteration57,40.282,82.008,78.537
Iteration58,40.157,84.100,82.927
Iteration59,39.866,84.100,82.927
Iteration60,39.926,84.100,82.927
Iteration61,39.726,84.100,82.927
Iteration62,39.705,86.611,86.829
Iteration63,39.640,86.611,86.829
Iteration64,39.321,86.611,86.829
Iteration65,39.348,86.611,86.829
Iteration66,39.083,88.703,88.780
Iteration67,38.888,88.703,88.780
Iteration68,38.858,88.703,88.780
Iteration69,38.649,88.703,88.780
Iteration70,38.349,88.703,88.780
Iteration71,38.001,88.703,88.780
Iteration72,37.950,82.845,80.488
Iteration73,37.865,83.264,80.976
Iteration74,37.549,83.264,80.976
Iteration75,37.455,82.845,80.488
Iteration76,37.368,82.845,80.488
Iteration77,37.359,85.356,87.317
Iteration78,37.000,85.356,82.439
Iteration79,36.948,85.356,82.439
Iteration80,36.581,85.356,82.439
Iteration81,36.219,85.356,82.439
Iteration82,35.756,85.356,82.439
Iteration83,35.614,88.285,89.756
Iteration84,35.277,88.285,89.756
Iteration85,34.881,88.285,89.756
Iteration86,34.734,88.285,89.756
Iteration87,34.633,87.448,86.341
Iteration88,34.426,87.448,86.341
Iteration89,34.131,86.611,85.854
Iteration90,34.051,88.285,89.756
Iteration91,33.787,88.285,89.756
Iteration92,33.648,85.356,81.463
Iteration93,33.512,85.356,81.463
Iteration94,33.400,85.356,81.463
Iteration95,32.982,87.238,85.854
Iteration96,32.807,87.238,85.854
Iteration97,32.490,87.238,85.854
Iteration98,32.460,87.238,85.854
Iteration99,31.795,87.238,85.854
Iteration100,31.559,87.238,85.854
Iteration101,31.374,86.820,88.293
Iteration102,31.052,86.820,88.293
Iteration103,31.069,86.820,84.390
Iteration104,30.763,88.494,85.854
Iteration105,30.527,86.820,83.902
Iteration106,30.786,86.820,83.902
Iteration107,30.721,86.820,86.341
Iteration108,30.530,86.820,86.341
Iteration109,30.320,86.820,86.341
Iteration110,30.249,86.820,86.341
Iteration111,30.240,86.820,86.341
Iteration112,30.396,86.611,86.829
Iteration113,30.196,87.657,87.805
Iteration114,30.206,87.657,87.805
Iteration115,30.038,89.958,92.195
Iteration116,29.992,86.820,86.341
Iteration117,29.716,86.820,86.341
Iteration118,29.868,86.820,86.341
Iteration119,29.904,86.820,86.341
Iteration120,29.892,86.820,86.341
Iteration121,30.052,86.820,86.341
Iteration122,29.983,86.820,86.341
Iteration123,29.910,86.820,86.341
Iteration124,29.768,86.820,86.341
Iteration125,29.798,86.402,85.854
Iteration126,29.562,86.402,85.854
Iteration127,29.504,86.402,85.854
Iteration128,29.510,86.402,85.854
Iteration129,29.525,86.402,85.854
Iteration130,29.336,86.402,85.854
Iteration131,29.353,86.402,85.854
Iteration132,29.356,86.402,85.854
Iteration133,29.368,86.820,86.341
Iteration134,29.457,87.866,90.244
Iteration135,29.432,87.866,90.244
Iteration136,29.511,87.866,90.244
Iteration137,29.498,86.402,85.854
Iteration138,29.523,86.820,86.341
Iteration139,29.444,86.820,85.366
Iteration140,29.296,86.820,85.366
Iteration141,29.165,87.448,88.293
Iteration142,29.307,87.029,85.854
Iteration143,29.096,86.611,84.878
Iteration144,29.084,86.611,84.878
Iteration145,28.960,86.820,83.902
Iteration146,28.882,86.611,84.878
Iteration147,28.882,86.611,84.878
Iteration148,28.942,86.820,87.317
Iteration149,28.754,86.611,84.878
Iteration150,28.827,88.703,88.293
Iteration151,28.970,88.703,88.293
Iteration152,28.915,88.703,88.293
