Iteration,Error,Training_accuracy,Test_accuracy
Iteration0,68.475,65.272,62.927
Iteration1,68.393,65.272,62.927
Iteration2,68.975,65.063,62.927
Iteration3,68.773,64.854,62.927
Iteration4,68.773,64.854,62.927
Iteration5,68.769,64.854,62.927
Iteration6,68.769,64.854,62.927
Iteration7,64.692,65.272,62.439
Iteration8,65.257,65.063,60.000
Iteration9,64.215,64.854,60.976
Iteration10,64.486,64.854,60.976
Iteration11,65.800,54.812,46.341
Iteration12,67.782,52.301,44.390
Iteration13,67.349,47.280,40.976
Iteration14,68.456,45.397,37.561
Iteration15,68.455,45.397,37.561
Iteration16,68.289,46.653,40.488
Iteration17,68.335,46.653,40.000
Iteration18,68.104,46.862,39.512
Iteration19,67.948,46.862,39.512
Iteration20,67.949,46.862,39.512
Iteration21,66.835,41.213,37.561
Iteration22,67.776,38.285,36.098
Iteration23,69.263,34.519,30.244
Iteration24,69.359,34.519,29.268
Iteration25,70.211,32.845,25.854
Iteration26,70.036,34.100,26.829
Iteration27,68.430,36.402,31.707
Iteration28,68.378,34.519,30.732
Iteration29,75.085,31.590,22.927
Iteration30,73.855,32.636,24.878
Iteration31,74.062,33.054,24.878
Iteration32,68.683,42.887,38.537
Iteration33,69.012,43.096,38.537
Iteration34,68.877,43.096,38.537
Iteration35,65.553,50.628,41.463
Iteration36,62.927,51.255,51.707
Iteration37,64.445,47.280,40.976
Iteration38,69.898,35.356,34.634
Iteration39,72.999,33.054,32.195
Iteration40,76.028,31.381,30.244
Iteration41,76.878,30.335,30.244
Iteration42,75.296,31.799,30.732
Iteration43,76.242,32.008,30.244
Iteration44,73.593,32.008,31.220
Iteration45,74.508,31.590,30.244
Iteration46,74.549,31.590,30.244
Iteration47,74.484,31.590,30.244
Iteration48,74.484,31.590,30.244
Iteration49,73.565,32.845,31.707
Iteration50,69.737,34.728,34.146
Iteration51,69.737,34.728,34.146
Iteration52,69.737,34.728,34.146
Iteration53,69.737,34.728,34.146
Iteration54,69.737,34.728,34.146
Iteration55,69.640,34.728,33.659
Iteration56,68.429,37.657,34.634
Iteration57,67.744,38.912,37.073
Iteration58,67.744,38.912,37.073
Iteration59,67.744,38.912,37.073
Iteration60,65.061,43.515,39.512
Iteration61,64.205,43.305,40.976
Iteration62,64.205,43.305,40.976
Iteration63,62.457,45.816,42.439
Iteration64,62.430,45.816,42.927
Iteration65,62.430,45.816,42.927
Iteration66,62.430,45.816,42.927
Iteration67,62.430,45.816,42.927
Iteration68,62.430,45.816,42.927
Iteration69,62.430,45.816,42.927
Iteration70,62.430,45.816,42.927
Iteration71,62.430,45.816,42.927
Iteration72,58.382,61.088,58.049
Iteration73,58.326,62.971,58.049
Iteration74,58.326,62.971,58.049
Iteration75,58.326,62.971,58.049
Iteration76,58.326,62.971,58.049
Iteration77,56.224,67.573,63.415
Iteration78,56.220,67.573,63.415
Iteration79,55.858,62.552,59.024
Iteration80,55.636,63.180,58.537
Iteration81,54.420,66.318,61.463
Iteration82,54.172,64.644,60.976
Iteration83,50.664,73.222,71.707
Iteration84,50.664,73.222,71.707
Iteration85,50.611,74.059,71.220
Iteration86,50.611,74.059,71.220
Iteration87,50.611,74.059,71.220
Iteration88,50.166,74.686,73.171
Iteration89,50.068,74.686,73.659
Iteration90,50.063,74.686,73.659
Iteration91,49.845,74.477,73.171
Iteration92,49.478,74.477,70.732
Iteration93,49.331,74.477,70.732
Iteration94,49.331,74.477,70.732
Iteration95,49.331,74.477,70.732
Iteration96,49.331,74.477,70.732
Iteration97,49.331,74.477,70.732
Iteration98,49.331,74.477,70.732
Iteration99,48.603,75.941,72.683
Iteration100,48.603,75.941,72.683
Iteration101,48.602,75.941,72.683
Iteration102,48.602,75.941,72.683
Iteration103,48.491,75.941,72.683
Iteration104,48.490,75.941,72.683
Iteration105,48.345,76.151,72.683
Iteration106,43.026,78.661,71.220
Iteration107,43.026,78.661,71.220
Iteration108,43.026,78.661,71.220
Iteration109,41.727,78.033,70.732
Iteration110,41.181,78.243,70.732
Iteration111,41.181,78.243,70.732
Iteration112,41.181,78.243,70.732
Iteration113,39.833,80.335,75.122
Iteration114,39.833,80.335,75.122
Iteration115,39.833,80.335,75.122
Iteration116,39.833,80.335,75.122
Iteration117,39.833,80.335,75.122
Iteration118,39.833,80.335,75.122
Iteration119,39.833,80.335,75.122
Iteration120,39.833,80.335,75.122
Iteration121,39.833,80.335,75.122
Iteration122,39.833,80.335,75.122
Iteration123,39.785,80.335,75.122
Iteration124,39.676,80.335,75.122
Iteration125,39.676,80.335,75.122
Iteration126,39.676,80.335,75.122
Iteration127,39.676,80.335,75.122
Iteration128,39.382,80.753,75.122
Iteration129,39.382,80.753,75.122
Iteration130,39.034,81.172,76.098
Iteration131,39.034,81.172,76.098
Iteration132,38.973,81.381,76.098
Iteration133,38.973,81.381,76.098
Iteration134,38.804,80.753,76.098
Iteration135,38.804,80.753,76.098
Iteration136,38.804,80.753,76.098
Iteration137,38.804,80.753,76.098
Iteration138,38.796,80.753,76.098
Iteration139,38.796,80.753,76.098
Iteration140,38.790,80.753,76.098
Iteration141,38.645,80.335,75.610
Iteration142,38.629,80.335,75.610
Iteration143,38.629,80.335,75.610
Iteration144,38.629,80.335,75.610
Iteration145,38.601,80.753,76.098
Iteration146,38.601,80.753,76.098
Iteration147,38.329,80.544,76.098
Iteration148,38.329,80.544,76.098
Iteration149,38.329,80.544,76.098
Iteration150,38.296,80.544,76.098
Iteration151,38.296,80.544,76.098
Iteration152,38.296,80.544,76.098
Iteration153,38.296,80.544,76.098
Iteration154,38.296,80.544,76.098
Iteration155,38.296,80.544,76.098
Iteration156,38.296,80.544,76.098
Iteration157,38.294,80.544,76.098
Iteration158,38.294,80.544,76.098
Iteration159,38.294,80.544,76.098
Iteration160,38.294,80.544,76.098
Iteration161,38.291,80.544,76.098
Iteration162,37.136,81.172,77.073
Iteration163,37.136,81.172,77.073
Iteration164,37.074,80.753,77.561
Iteration165,37.074,80.753,77.561
Iteration166,37.074,80.753,77.561
Iteration167,37.058,80.962,78.049
Iteration168,37.058,80.962,78.049
Iteration169,37.058,80.962,78.049
Iteration170,37.058,80.962,78.049
Iteration171,36.896,81.172,78.049
Iteration172,36.896,81.172,78.049
Iteration173,36.896,81.172,78.049
Iteration174,36.827,80.962,78.049
Iteration175,36.827,80.962,78.049
Iteration176,36.827,80.962,78.049
Iteration177,34.581,81.172,77.073
Iteration178,34.581,81.172,77.073
Iteration179,34.401,81.381,77.073
Iteration180,34.401,81.381,77.073
Iteration181,34.376,81.381,77.073
Iteration182,34.376,81.381,77.073
Iteration183,34.376,81.381,77.073
Iteration184,34.376,81.381,77.073
Iteration185,34.376,81.381,77.073
Iteration186,34.376,81.381,77.073
Iteration187,34.376,81.381,77.073
Iteration188,34.376,81.381,77.073
Iteration189,34.376,81.381,77.073
Iteration190,34.376,81.381,77.073
Iteration191,34.135,81.799,78.049
Iteration192,34.135,81.799,78.049
Iteration193,34.132,81.799,78.049
Iteration194,34.132,81.799,78.049
Iteration195,34.132,81.799,78.049
Iteration196,34.132,81.799,78.049
Iteration197,34.132,81.799,78.049
Iteration198,34.049,81.590,80.488
Iteration199,34.017,82.427,80.488
Iteration200,34.017,82.427,80.488
Iteration201,34.017,82.427,80.488
Iteration202,33.942,82.427,80.488
Iteration203,33.942,82.427,80.488
Iteration204,33.942,82.427,80.488
Iteration205,33.811,82.427,80.488
Iteration206,33.770,82.427,80.488
Iteration207,33.770,82.427,80.488
Iteration208,33.770,82.427,80.488
Iteration209,33.770,82.427,80.488
Iteration210,33.750,82.427,80.488
Iteration211,33.750,82.427,80.488
Iteration212,33.719,82.427,80.488
Iteration213,33.719,82.427,80.488
Iteration214,33.719,82.427,80.488
Iteration215,33.719,82.427,80.488
Iteration216,33.719,82.427,80.488
Iteration217,33.719,82.427,80.488
Iteration218,33.582,82.427,80.488
Iteration219,33.582,82.427,80.488
Iteration220,33.582,82.427,80.488
Iteration221,33.582,82.427,80.488
Iteration222,33.582,82.427,80.488
Iteration223,33.582,82.427,80.488
Iteration224,33.582,82.427,80.488
Iteration225,33.582,82.427,80.488
Iteration226,33.582,82.427,80.488
Iteration227,33.167,82.218,80.976
Iteration228,33.159,82.218,80.976
Iteration229,31.864,84.519,81.463
Iteration230,31.863,84.519,81.463
Iteration231,31.863,84.519,81.463
Iteration232,31.853,84.519,81.463
Iteration233,31.853,84.519,81.463
Iteration234,31.853,84.519,81.463
Iteration235,31.843,84.519,81.463
Iteration236,31.843,84.519,81.463
Iteration237,31.843,84.519,81.463
