Iteration,Error,Training_accuracy,Test_accuracy
Iteration0,73.632,39.749,41.463
Iteration1,72.671,51.464,49.756
Iteration2,73.170,51.255,49.756
Iteration3,73.470,50.628,49.756
Iteration4,73.188,51.883,50.244
Iteration5,73.284,51.046,50.244
Iteration6,72.818,50.000,49.756
Iteration7,74.287,40.795,41.951
Iteration8,74.273,45.607,46.341
Iteration9,79.558,34.100,36.585
Iteration10,78.548,34.310,37.073
Iteration11,78.548,34.310,37.073
Iteration12,78.548,34.310,37.073
Iteration13,79.106,34.100,37.073
Iteration14,77.697,37.029,40.488
Iteration15,77.697,37.029,40.488
Iteration16,77.697,37.029,40.488
Iteration17,77.697,37.029,40.488
Iteration18,73.237,40.795,42.439
Iteration19,73.237,40.795,42.439
Iteration20,73.237,40.795,42.439
Iteration21,71.731,46.025,48.780
Iteration22,71.621,45.816,48.780
Iteration23,71.621,45.816,48.780
Iteration24,71.621,45.816,48.780
Iteration25,70.897,47.699,51.707
Iteration26,70.897,47.699,51.707
Iteration27,70.556,58.787,56.585
Iteration28,70.143,60.042,57.561
Iteration29,70.143,60.042,57.561
Iteration30,70.143,60.042,57.561
Iteration31,70.123,60.251,57.561
Iteration32,69.839,60.251,57.561
Iteration33,69.839,60.251,57.561
Iteration34,68.629,62.343,59.024
Iteration35,68.629,62.343,59.024
Iteration36,68.546,63.598,60.488
Iteration37,67.764,64.854,64.390
Iteration38,67.764,64.854,64.390
Iteration39,67.725,64.644,64.390
Iteration40,67.006,65.063,64.390
Iteration41,66.182,65.063,64.390
Iteration42,66.125,65.481,64.390
Iteration43,65.593,65.481,63.902
Iteration44,65.593,65.481,63.902
Iteration45,65.515,65.481,63.902
Iteration46,65.361,65.481,63.902
Iteration47,65.082,65.481,63.902
Iteration48,65.082,65.481,63.902
Iteration49,65.082,65.481,63.902
Iteration50,61.004,67.155,67.805
Iteration51,60.447,67.155,68.293
Iteration52,60.321,67.155,67.805
Iteration53,60.321,67.155,67.805
Iteration54,60.321,67.155,67.805
Iteration55,60.321,67.155,67.805
Iteration56,59.046,67.155,66.829
Iteration57,59.046,67.155,66.829
Iteration58,59.046,67.155,66.829
Iteration59,58.534,66.946,66.341
Iteration60,58.515,66.946,66.341
Iteration61,58.515,66.946,66.341
Iteration62,58.482,66.946,66.341
Iteration63,58.482,66.946,66.341
Iteration64,58.482,66.946,66.341
Iteration65,58.414,66.946,66.341
Iteration66,58.414,66.946,66.341
Iteration67,56.961,68.201,68.293
Iteration68,56.961,68.201,68.293
Iteration69,56.961,68.201,68.293
Iteration70,56.961,68.201,68.293
Iteration71,56.961,68.201,68.293
Iteration72,56.961,68.201,68.293
Iteration73,56.961,68.201,68.293
Iteration74,56.961,68.201,68.293
Iteration75,56.942,68.201,68.293
Iteration76,56.892,68.201,68.293
Iteration77,56.892,68.201,68.293
Iteration78,56.892,68.201,68.293
Iteration79,56.892,68.201,68.293
Iteration80,56.209,68.619,69.268
Iteration81,56.209,68.619,69.268
Iteration82,55.735,69.247,68.780
Iteration83,55.626,69.247,69.268
Iteration84,55.626,69.247,69.268
Iteration85,55.626,69.247,69.268
Iteration86,55.626,69.247,69.268
Iteration87,55.626,69.247,69.268
Iteration88,55.626,69.247,69.268
Iteration89,54.418,69.456,68.780
Iteration90,54.418,69.456,68.780
Iteration91,54.418,69.456,68.780
Iteration92,53.599,69.247,67.805
Iteration93,52.732,69.874,67.805
Iteration94,52.732,69.874,67.805
Iteration95,52.732,69.874,67.805
Iteration96,52.640,69.665,68.293
Iteration97,52.640,69.665,68.293
Iteration98,47.062,72.594,72.195
Iteration99,47.062,72.594,72.195
Iteration100,44.685,74.268,73.171
Iteration101,42.156,76.778,77.073
Iteration102,42.156,76.778,77.073
Iteration103,42.156,76.778,77.073
Iteration104,42.156,76.778,77.073
Iteration105,42.156,76.778,77.073
Iteration106,42.156,76.778,77.073
Iteration107,41.577,78.661,79.024
Iteration108,41.577,78.661,79.024
Iteration109,41.577,78.661,79.024
Iteration110,41.577,78.661,79.024
Iteration111,41.577,78.661,79.024
Iteration112,41.577,78.661,79.024
Iteration113,41.577,78.661,79.024
Iteration114,41.577,78.661,79.024
Iteration115,41.577,78.661,79.024
Iteration116,41.577,78.661,79.024
Iteration117,41.147,80.753,78.537
Iteration118,41.147,80.753,78.537
Iteration119,41.147,80.753,78.537
Iteration120,41.147,80.753,78.537
Iteration121,41.147,80.753,78.537
Iteration122,41.147,80.753,78.537
Iteration123,41.147,80.753,78.537
Iteration124,41.147,80.753,78.537
Iteration125,41.147,80.753,78.537
Iteration126,41.147,80.753,78.537
Iteration127,41.142,80.753,78.537
Iteration128,41.142,80.753,78.537
Iteration129,41.142,80.753,78.537
Iteration130,40.685,83.891,81.463
Iteration131,40.672,83.473,80.488
Iteration132,39.959,85.983,84.390
Iteration133,39.953,85.983,84.390
Iteration134,39.953,85.983,84.390
Iteration135,39.516,85.565,83.415
Iteration136,39.435,85.565,83.415
Iteration137,39.256,84.728,82.927
Iteration138,39.256,84.728,82.927
Iteration139,39.212,85.146,82.439
Iteration140,39.212,85.146,82.439
Iteration141,39.212,85.146,82.439
Iteration142,39.212,85.146,82.439
Iteration143,39.212,85.146,82.439
Iteration144,39.212,85.146,82.439
Iteration145,38.791,84.519,81.463
Iteration146,38.765,84.519,81.463
Iteration147,38.765,84.519,81.463
Iteration148,38.745,84.728,80.976
Iteration149,38.745,84.728,80.976
Iteration150,38.728,84.519,85.366
Iteration151,38.709,84.519,85.366
Iteration152,38.651,84.937,84.878
Iteration153,38.387,84.937,84.878
Iteration154,36.767,83.891,80.976
Iteration155,36.653,83.682,80.488
Iteration156,33.436,84.310,81.463
Iteration157,33.432,84.310,81.463
Iteration158,33.432,84.310,81.463
Iteration159,32.608,87.448,86.341
Iteration160,32.608,87.448,86.341
Iteration161,32.177,87.448,86.341
Iteration162,32.177,87.448,86.341
Iteration163,32.031,86.820,86.341
Iteration164,32.031,86.820,86.341
Iteration165,31.843,86.820,86.341
Iteration166,31.330,86.611,86.341
Iteration167,30.209,87.866,87.805
Iteration168,30.126,88.494,88.780
Iteration169,30.126,88.494,88.780
Iteration170,30.126,88.494,88.780
Iteration171,30.126,88.494,88.780
Iteration172,30.126,88.494,88.780
Iteration173,30.074,88.494,88.780
Iteration174,30.064,88.494,88.780
Iteration175,29.774,88.285,88.293
Iteration176,29.704,87.448,86.829
Iteration177,29.693,87.448,86.829
Iteration178,29.693,87.448,86.829
Iteration179,29.563,87.448,86.829
Iteration180,29.517,88.285,86.829
Iteration181,29.517,88.285,86.829
Iteration182,29.517,88.285,86.829
Iteration183,29.517,88.285,86.829
Iteration184,29.503,88.285,86.829
Iteration185,29.503,88.285,86.829
Iteration186,29.503,88.285,86.829
Iteration187,29.445,88.075,86.829
Iteration188,28.921,88.075,86.829
Iteration189,28.921,88.075,86.829
Iteration190,28.921,88.075,86.829
Iteration191,28.921,88.075,86.829
Iteration192,28.921,88.075,86.829
Iteration193,28.921,88.075,86.829
Iteration194,28.921,88.075,86.829
Iteration195,28.877,88.075,86.829
Iteration196,28.873,88.075,86.829
Iteration197,28.873,88.075,86.829
Iteration198,28.873,88.075,86.829
Iteration199,28.873,88.075,86.829
Iteration200,28.873,88.075,86.829
Iteration201,28.869,88.075,86.829
Iteration202,28.106,87.866,86.341
Iteration203,25.860,90.377,89.268
Iteration204,25.560,90.377,89.268
Iteration205,25.552,90.377,89.268
Iteration206,25.535,90.586,89.268
Iteration207,25.535,90.586,89.268
Iteration208,25.535,90.586,89.268
Iteration209,25.535,90.586,89.268
Iteration210,25.110,90.586,91.220
Iteration211,25.110,90.586,91.220
Iteration212,25.110,90.586,91.220
Iteration213,25.110,90.586,91.220
Iteration214,25.110,90.586,91.220
Iteration215,25.067,90.586,91.220
Iteration216,25.067,90.586,91.220
Iteration217,25.067,90.586,91.220
Iteration218,24.891,90.586,91.220
Iteration219,24.815,90.586,91.220
Iteration220,24.815,90.586,91.220
Iteration221,24.815,90.586,91.220
Iteration222,24.814,90.586,90.732
Iteration223,24.814,90.586,90.732
Iteration224,24.814,90.586,90.732
Iteration225,24.757,90.586,90.732
Iteration226,24.757,90.586,90.732
Iteration227,24.757,90.586,90.732
Iteration228,24.757,90.586,90.732
Iteration229,24.757,90.586,90.732
Iteration230,24.757,90.586,90.732
Iteration231,24.750,90.586,90.732
Iteration232,24.750,90.586,90.732
Iteration233,24.750,90.586,90.732
Iteration234,24.745,90.586,90.732
Iteration235,24.745,90.586,90.732
Iteration236,24.745,90.586,90.732
Iteration237,24.689,90.795,90.244
Iteration238,24.689,90.795,90.244
Iteration239,24.570,90.795,90.244
Iteration240,24.410,91.004,87.317
Iteration241,24.402,91.004,87.317
Iteration242,24.402,91.004,87.317
Iteration243,24.396,91.004,87.317
Iteration244,24.394,91.004,87.317
Iteration245,24.391,91.004,87.317
Iteration246,24.391,91.004,87.317
Iteration247,24.391,91.004,87.317
Iteration248,24.125,91.004,87.317
Iteration249,24.125,91.004,87.317
Iteration250,24.125,91.004,87.317
Iteration251,24.125,91.004,87.317
Iteration252,23.835,91.632,88.780
Iteration253,23.835,91.632,88.780
Iteration254,23.835,91.632,88.780
Iteration255,23.835,91.632,88.780
Iteration256,23.835,91.632,88.780
Iteration257,23.207,89.749,88.293
Iteration258,23.207,89.749,88.293
Iteration259,23.205,89.749,88.293
Iteration260,23.203,89.749,88.293
Iteration261,23.203,89.749,88.293
Iteration262,23.203,89.749,88.293
Iteration263,23.203,89.749,88.293
Iteration264,23.203,89.749,88.293
Iteration265,23.203,89.749,88.293
Iteration266,23.203,89.749,88.293
Iteration267,23.047,90.377,88.293
Iteration268,23.047,90.377,88.293
Iteration269,23.047,90.377,88.293
Iteration270,23.047,90.377,88.293
Iteration271,23.047,90.377,88.293
Iteration272,23.047,90.377,88.293
Iteration273,23.047,90.377,88.293
Iteration274,23.047,90.377,88.293
Iteration275,23.047,90.377,88.293
Iteration276,23.047,90.377,88.293
Iteration277,23.047,90.377,88.293
Iteration278,23.047,90.377,88.293
Iteration279,23.047,90.377,88.293
Iteration280,23.045,90.377,88.293
Iteration281,23.045,90.377,88.293
Iteration282,23.045,90.377,88.293
Iteration283,23.045,90.377,88.293
Iteration284,23.045,90.377,88.293
Iteration285,23.045,90.377,88.293
Iteration286,23.045,90.377,88.293
Iteration287,23.045,90.377,88.293
Iteration288,23.044,90.377,88.293
Iteration289,23.044,90.377,88.293
Iteration290,23.044,90.377,88.293
Iteration291,22.851,89.540,88.780
Iteration292,22.517,89.331,88.293
Iteration293,22.517,89.331,88.293
Iteration294,22.517,89.331,88.293
Iteration295,22.517,89.331,88.293
Iteration296,22.368,89.331,88.293
Iteration297,22.368,89.331,88.293
Iteration298,22.350,89.331,88.293
Iteration299,22.350,89.331,88.293
Iteration300,22.350,89.331,88.293
Iteration301,22.350,89.331,88.293
Iteration302,22.348,89.331,88.293
Iteration303,22.274,89.331,87.805
Iteration304,22.274,89.331,87.805
Iteration305,22.274,89.331,87.805
Iteration306,22.274,89.331,87.805
Iteration307,22.274,89.331,87.805
Iteration308,22.274,89.331,87.805
Iteration309,22.179,89.331,85.854
Iteration310,22.179,89.331,85.854
Iteration311,22.179,89.331,85.854
Iteration312,22.179,89.331,85.854
Iteration313,22.179,89.331,85.854
Iteration314,22.179,89.331,85.854
Iteration315,21.778,90.377,90.732
Iteration316,21.778,90.377,90.732
Iteration317,21.765,90.377,90.732
Iteration318,21.765,90.377,90.732
Iteration319,21.765,90.377,90.732
Iteration320,21.765,90.377,90.732
Iteration321,21.743,90.377,90.732
Iteration322,21.743,90.377,90.732
Iteration323,21.743,90.377,90.732
Iteration324,21.722,90.167,90.732
Iteration325,21.668,90.795,91.220
Iteration326,21.668,90.795,91.220
Iteration327,20.638,90.586,90.732
Iteration328,20.638,90.586,90.732
Iteration329,20.636,90.586,90.732
Iteration330,20.636,90.586,90.732
Iteration331,20.636,90.586,90.732
Iteration332,20.625,90.377,90.244
Iteration333,20.625,90.377,90.244
Iteration334,20.625,90.377,90.244
Iteration335,20.600,90.377,90.244
Iteration336,20.598,90.377,90.244
Iteration337,20.598,90.377,90.244
Iteration338,20.573,90.377,90.244
Iteration339,20.559,90.377,90.244
Iteration340,20.559,90.377,90.244
Iteration341,19.959,90.586,89.756
Iteration342,19.958,90.586,89.756
Iteration343,19.958,90.586,89.756
Iteration344,19.958,90.586,89.756
Iteration345,19.876,90.586,90.244
Iteration346,19.876,90.586,90.244
Iteration347,19.869,90.586,90.244
Iteration348,19.869,90.586,90.244
Iteration349,19.869,90.586,90.244
Iteration350,19.869,90.586,90.244
Iteration351,19.869,90.586,90.244
Iteration352,19.869,90.586,90.244
Iteration353,19.869,90.586,90.244
Iteration354,19.869,90.586,90.244
Iteration355,19.869,90.586,90.244
Iteration356,19.869,90.586,90.244
Iteration357,19.869,90.586,90.244
Iteration358,19.869,90.586,90.244
Iteration359,19.835,90.586,90.244
Iteration360,19.791,90.795,90.244
Iteration361,19.780,90.795,90.244
Iteration362,19.780,90.795,90.244
Iteration363,19.780,90.795,90.244
Iteration364,19.780,90.795,90.244
Iteration365,19.780,90.795,90.244
Iteration366,19.780,90.795,90.244
Iteration367,19.780,90.795,90.244
Iteration368,19.780,90.795,90.244
Iteration369,19.780,90.795,90.244
Iteration370,19.780,90.795,90.244
Iteration371,19.780,90.795,90.244
Iteration372,19.780,90.795,90.244
Iteration373,19.777,90.795,90.244
Iteration374,19.777,90.795,90.244
Iteration375,19.658,91.423,90.244
Iteration376,19.657,91.423,90.244
Iteration377,19.622,91.423,90.244
Iteration378,19.622,91.423,90.244
Iteration379,19.622,91.423,90.244
Iteration380,19.622,91.423,90.244
Iteration381,19.622,91.423,90.244
Iteration382,19.622,91.423,90.244
Iteration383,19.622,91.423,90.244
Iteration384,19.622,91.423,90.244
Iteration385,19.622,91.423,90.244
Iteration386,19.622,91.423,90.244
Iteration387,19.621,91.423,90.244
Iteration388,19.621,91.423,90.244
Iteration389,19.618,91.423,90.244
Iteration390,19.618,91.423,90.244
Iteration391,19.615,91.423,90.244
Iteration392,19.615,91.423,90.244
Iteration393,19.615,91.423,90.244
Iteration394,19.615,91.423,90.244
Iteration395,19.615,91.423,90.244
