Iteration,Error,Training_accuracy,Test_accuracy
Iteration0,77.340,34.519,40.000
Iteration1,77.340,34.519,40.000
Iteration2,79.029,37.657,40.488
Iteration3,79.008,37.657,40.488
Iteration4,79.478,36.192,40.000
Iteration5,79.435,36.192,40.000
Iteration6,76.876,44.351,49.756
Iteration7,76.688,44.351,49.756
Iteration8,76.688,44.351,49.756
Iteration9,77.600,42.050,44.878
Iteration10,77.779,42.050,44.878
Iteration11,77.722,42.050,44.390
Iteration12,77.754,41.841,44.390
Iteration13,81.063,34.310,39.024
Iteration14,75.025,42.050,43.902
Iteration15,70.659,53.138,55.122
Iteration16,74.990,41.632,43.415
Iteration17,76.959,26.987,34.146
Iteration18,76.727,26.987,33.659
Iteration19,76.616,27.406,33.659
Iteration20,73.937,47.490,47.805
Iteration21,73.989,47.490,47.805
Iteration22,74.910,42.259,44.390
Iteration23,74.526,35.983,37.561
Iteration24,73.821,43.724,45.366
Iteration25,72.269,49.372,49.268
Iteration26,72.588,42.469,47.317
Iteration27,72.501,44.561,48.293
Iteration28,67.583,55.649,52.195
Iteration29,74.889,35.146,39.024
Iteration30,78.421,27.197,33.659
Iteration31,77.403,26.987,34.146
Iteration32,78.223,26.360,34.146
Iteration33,78.219,26.151,34.146
Iteration34,78.055,25.941,33.659
Iteration35,87.202,25.523,31.220
Iteration36,87.163,25.523,31.220
Iteration37,86.693,25.314,30.732
Iteration38,84.758,25.105,30.244
Iteration39,81.292,25.523,29.756
Iteration40,77.571,28.033,32.195
Iteration41,76.409,33.891,37.073
Iteration42,76.928,27.824,32.195
Iteration43,76.428,28.661,33.171
Iteration44,76.820,28.661,33.171
Iteration45,73.274,36.402,36.585
Iteration46,82.361,27.197,32.195
Iteration47,82.615,26.987,32.195
Iteration48,82.884,26.987,32.195
Iteration49,86.480,27.197,32.683
Iteration50,88.404,27.197,31.707
Iteration51,89.244,27.197,32.195
Iteration52,86.876,27.406,32.683
Iteration53,87.862,27.406,32.683
Iteration54,88.235,27.406,32.683
Iteration55,88.266,27.197,32.683
Iteration56,88.053,26.987,32.195
Iteration57,86.094,27.406,32.683
Iteration58,85.999,27.406,32.683
