Iteration,Error,Training_accuracy,Test_accuracy
Iteration0,65.238,65.690,63.415
Iteration1,65.224,65.690,63.415
Iteration2,64.833,65.690,63.415
Iteration3,64.709,65.690,63.415
Iteration4,60.739,65.690,63.415
Iteration5,60.685,65.690,63.415
Iteration6,59.810,65.690,63.415
Iteration7,59.820,65.690,63.415
Iteration8,60.438,65.690,63.415
Iteration9,60.438,65.690,63.415
Iteration10,60.578,65.690,63.415
Iteration11,60.643,65.690,63.415
Iteration12,60.426,65.690,63.415
Iteration13,60.402,65.690,63.415
Iteration14,60.390,65.690,63.415
Iteration15,62.540,65.690,63.902
Iteration16,62.468,65.690,63.902
Iteration17,62.561,65.690,63.902
Iteration18,62.593,65.690,63.902
Iteration19,62.687,65.690,63.902
Iteration20,66.746,65.690,63.415
Iteration21,66.326,65.690,63.415
Iteration22,69.148,65.690,63.415
Iteration23,68.645,65.690,63.415
Iteration24,68.694,65.690,63.415
Iteration25,68.543,65.690,63.415
Iteration26,68.533,65.690,63.415
Iteration27,69.995,65.690,63.415
Iteration28,70.015,65.690,63.415
Iteration29,68.501,65.690,63.415
Iteration30,68.595,65.690,63.415
Iteration31,68.778,65.690,63.415
Iteration32,68.625,65.690,63.415
Iteration33,68.623,65.690,63.415
Iteration34,69.516,65.690,63.415
Iteration35,69.482,65.690,63.415
Iteration36,69.482,65.690,63.415
Iteration37,69.449,65.690,63.415
Iteration38,69.475,65.690,63.415
Iteration39,69.461,65.690,63.415
Iteration40,69.451,65.690,63.415
Iteration41,68.906,65.690,63.415
Iteration42,69.304,65.690,63.415
Iteration43,69.324,65.690,63.415
Iteration44,69.305,65.690,63.415
Iteration45,69.308,65.690,63.415
Iteration46,68.381,65.690,63.415
Iteration47,68.272,65.690,63.415
Iteration48,68.190,65.690,63.415
Iteration49,68.152,65.690,63.415
Iteration50,68.139,65.690,63.415
Iteration51,68.406,65.690,63.415
Iteration52,68.278,65.690,63.415
Iteration53,67.159,65.690,63.415
Iteration54,66.716,65.690,63.415
Iteration55,65.893,65.690,63.415
Iteration56,61.562,65.690,63.415
Iteration57,64.883,65.690,63.415
Iteration58,64.883,65.690,63.415
Iteration59,65.048,65.690,63.415
Iteration60,65.169,65.690,63.415
Iteration61,65.118,65.690,63.415
Iteration62,65.113,65.690,63.415
Iteration63,65.123,65.690,63.415
Iteration64,66.687,65.690,63.415
Iteration65,66.687,65.690,63.415
Iteration66,66.692,65.690,63.415
Iteration67,66.688,65.690,63.415
Iteration68,66.671,65.690,63.415
Iteration69,65.581,65.690,63.415
Iteration70,65.447,65.690,63.415
Iteration71,63.785,65.690,63.415
Iteration72,63.800,65.690,63.415
Iteration73,63.753,65.690,63.415
Iteration74,63.762,65.690,63.415
Iteration75,64.029,65.690,63.415
Iteration76,64.326,65.690,63.415
Iteration77,68.789,65.690,63.415
Iteration78,65.867,65.690,63.415
Iteration79,66.166,65.690,63.415
Iteration80,66.014,65.690,63.415
Iteration81,66.057,65.690,63.415
Iteration82,66.086,65.690,63.415
Iteration83,70.022,65.690,63.415
Iteration84,70.019,65.690,63.415
Iteration85,70.019,65.690,63.415
Iteration86,69.998,65.690,63.415
Iteration87,69.997,65.690,63.415
Iteration88,69.996,65.690,63.415
Iteration89,69.981,65.690,63.415
Iteration90,69.945,65.690,63.415
Iteration91,66.136,65.690,63.415
Iteration92,71.351,65.690,63.415
Iteration93,71.385,65.690,63.415
Iteration94,71.576,65.690,63.415
Iteration95,71.583,65.690,63.415
Iteration96,71.583,65.690,63.415
Iteration97,71.780,65.690,63.415
Iteration98,71.581,65.690,63.415
Iteration99,71.370,65.690,63.415
Iteration100,71.370,65.690,63.415
Iteration101,73.238,65.690,63.415
Iteration102,73.238,65.690,63.415
Iteration103,72.991,65.690,63.415
Iteration104,73.399,65.690,63.415
Iteration105,73.467,65.690,63.415
Iteration106,73.467,65.690,63.415
Iteration107,74.022,65.690,63.415
Iteration108,74.321,65.690,63.415
Iteration109,74.321,65.690,63.415
Iteration110,72.169,65.690,63.415
Iteration111,71.165,65.690,63.415
Iteration112,70.586,65.690,63.415
Iteration113,68.318,65.690,63.415
Iteration114,69.063,65.690,63.415
Iteration115,69.069,65.690,63.415
Iteration116,68.822,65.690,63.415
Iteration117,69.599,65.690,63.415
Iteration118,69.441,65.690,63.415
Iteration119,69.494,65.690,63.415
Iteration120,69.494,65.690,63.415
Iteration121,68.997,65.690,63.415
Iteration122,69.582,65.690,63.415
Iteration123,69.967,65.690,63.415
Iteration124,70.675,65.690,63.415
Iteration125,70.778,65.690,63.415
Iteration126,70.743,65.690,63.415
Iteration127,70.766,65.690,63.415
Iteration128,70.061,65.690,63.415
Iteration129,70.061,65.690,63.415
Iteration130,70.081,65.690,63.415
Iteration131,70.141,65.690,63.415
Iteration132,70.135,65.690,63.415
Iteration133,69.656,65.690,63.415
Iteration134,69.656,65.690,63.415
Iteration135,69.655,65.690,63.415
Iteration136,69.721,65.690,63.415
Iteration137,66.377,65.690,63.415
Iteration138,66.416,65.690,63.415
Iteration139,66.375,65.690,63.415
Iteration140,66.379,65.690,63.415
Iteration141,66.373,65.690,63.415
Iteration142,66.466,65.690,63.415
Iteration143,66.171,65.690,63.415
Iteration144,66.074,65.690,63.415
Iteration145,66.409,65.690,63.415
Iteration146,70.591,65.690,63.415
Iteration147,70.587,65.690,63.415
Iteration148,70.587,65.690,63.415
Iteration149,70.584,65.690,63.415
Iteration150,70.550,65.690,63.415
Iteration151,70.551,65.690,63.415
Iteration152,70.761,65.690,63.415
Iteration153,70.750,65.690,63.415
Iteration154,70.751,65.690,63.415
Iteration155,70.784,65.690,63.415
Iteration156,70.964,65.690,63.415
Iteration157,71.070,65.690,63.415
Iteration158,70.634,65.690,63.415
Iteration159,70.647,65.690,63.415
Iteration160,70.647,65.690,63.415
Iteration161,70.647,65.690,63.415
Iteration162,70.648,65.690,63.415
Iteration163,72.742,65.690,63.415
Iteration164,73.067,65.690,63.415
Iteration165,73.064,65.690,63.415
Iteration166,73.063,65.690,63.415
Iteration167,73.538,65.690,63.415
Iteration168,73.570,65.690,63.415
Iteration169,73.571,65.690,63.415
Iteration170,73.455,65.690,63.415
Iteration171,73.456,65.690,63.415
Iteration172,73.456,65.690,63.415
Iteration173,73.215,65.690,63.415
Iteration174,73.476,65.690,63.415
Iteration175,73.716,65.690,63.415
Iteration176,73.578,65.690,63.415
Iteration177,73.579,65.690,63.415
Iteration178,73.598,65.690,63.415
Iteration179,73.597,65.690,63.415
Iteration180,73.683,65.690,63.415
Iteration181,73.681,65.690,63.415
Iteration182,74.132,65.690,63.415
Iteration183,73.024,65.690,63.415
Iteration184,73.023,65.690,63.415
Iteration185,73.024,65.690,63.415
Iteration186,73.031,65.690,63.415
Iteration187,73.031,65.690,63.415
Iteration188,75.930,65.690,63.415
Iteration189,75.926,65.690,63.415
Iteration190,75.876,65.690,63.415
Iteration191,75.918,65.690,63.415
Iteration192,75.926,65.690,63.415
Iteration193,75.860,65.690,63.415
Iteration194,75.968,65.690,63.415
Iteration195,75.928,65.690,63.415
Iteration196,75.897,65.690,63.415
Iteration197,75.795,65.690,63.415
Iteration198,73.135,65.690,63.415
Iteration199,73.136,65.690,63.415
Iteration200,73.723,65.690,63.415
Iteration201,74.080,65.690,62.927
Iteration202,73.858,65.690,63.415
Iteration203,74.900,65.690,63.415
Iteration204,74.889,65.690,63.415
Iteration205,74.883,65.690,63.415
Iteration206,74.936,65.690,63.415
Iteration207,74.940,65.690,63.415
Iteration208,74.987,65.690,63.415
Iteration209,74.901,65.690,63.415
Iteration210,74.905,65.690,63.415
Iteration211,74.906,65.690,63.415
Iteration212,74.909,65.690,63.415
Iteration213,74.942,65.690,63.415
Iteration214,74.907,65.690,63.415
Iteration215,74.998,65.690,63.415
Iteration216,74.965,65.690,63.415
Iteration217,74.965,65.690,63.415
Iteration218,74.967,65.690,63.415
Iteration219,74.986,65.690,63.415
Iteration220,77.181,65.690,63.415
Iteration221,77.272,65.690,63.415
Iteration222,77.272,65.690,63.415
Iteration223,77.274,65.690,63.415
Iteration224,77.270,65.690,63.415
Iteration225,77.270,65.690,63.415
Iteration226,77.272,65.690,63.415
Iteration227,77.988,65.690,63.415
Iteration228,77.686,65.690,63.415
Iteration229,77.594,65.690,63.415
Iteration230,77.118,65.690,63.415
Iteration231,77.115,65.690,63.415
Iteration232,77.453,65.690,63.415
Iteration233,77.451,65.690,63.415
Iteration234,75.210,65.690,63.415
Iteration235,75.212,65.690,63.415
Iteration236,74.657,65.690,63.415
Iteration237,74.660,65.690,63.415
Iteration238,74.378,65.690,62.927
Iteration239,74.378,65.690,62.927
Iteration240,73.867,65.690,62.927
Iteration241,73.867,65.690,62.927
Iteration242,73.868,65.690,62.927
Iteration243,73.087,65.690,62.927
Iteration244,73.055,65.690,62.927
Iteration245,73.055,65.690,62.927
