Iteration,Error,Training_accuracy,Test_accuracy
Iteration0,74.280,34.519,34.146
Iteration1,74.437,34.519,34.634
Iteration2,72.229,40.377,40.976
Iteration3,71.976,48.117,52.195
Iteration4,72.908,44.351,45.366
Iteration5,73.202,44.351,45.366
Iteration6,73.174,44.351,45.366
Iteration7,74.269,35.774,37.561
Iteration8,74.444,35.774,37.561
Iteration9,75.472,32.427,30.732
Iteration10,77.092,25.314,24.878
Iteration11,78.995,21.967,22.927
Iteration12,78.995,21.967,22.927
Iteration13,81.392,20.502,21.951
Iteration14,81.411,20.084,20.488
Iteration15,80.576,20.293,21.463
Iteration16,80.502,20.293,21.951
Iteration17,80.243,20.921,21.951
Iteration18,80.234,21.339,21.951
Iteration19,76.629,23.849,28.293
Iteration20,76.629,23.849,28.293
Iteration21,75.658,25.314,30.244
Iteration22,76.232,25.105,30.244
Iteration23,77.682,23.222,24.390
Iteration24,83.950,20.921,22.439
Iteration25,77.846,23.222,24.390
Iteration26,77.950,23.222,24.390
Iteration27,84.016,22.803,24.390
Iteration28,84.101,22.803,24.878
Iteration29,83.559,22.803,24.878
Iteration30,81.269,23.640,24.878
Iteration31,80.205,27.615,29.756
Iteration32,80.364,26.987,30.732
Iteration33,78.501,32.636,34.146
Iteration34,82.544,23.013,24.390
Iteration35,79.931,28.870,29.756
Iteration36,80.774,25.941,28.293
Iteration37,80.837,25.941,26.829
Iteration38,80.837,25.941,26.829
Iteration39,80.964,25.941,26.829
Iteration40,80.132,28.452,27.805
Iteration41,80.125,28.452,27.805
Iteration42,79.933,29.498,30.732
Iteration43,84.965,21.967,21.951
Iteration44,84.720,23.013,22.439
Iteration45,84.835,21.548,22.927
Iteration46,84.786,21.548,22.927
Iteration47,84.419,22.385,21.463
Iteration48,84.410,22.385,21.463
Iteration49,84.410,22.385,21.463
Iteration50,84.410,22.385,21.463
Iteration51,84.410,22.385,21.463
Iteration52,84.410,22.385,21.463
Iteration53,78.188,47.908,47.805
Iteration54,78.188,47.908,47.805
Iteration55,73.715,60.879,59.024
Iteration56,73.438,64.435,62.927
Iteration57,72.398,64.435,62.927
Iteration58,72.398,64.435,62.927
Iteration59,72.163,64.644,62.927
Iteration60,72.163,64.644,62.927
Iteration61,72.145,64.644,62.927
Iteration62,72.118,64.017,62.439
Iteration63,72.118,64.017,62.439
Iteration64,72.118,64.017,62.439
Iteration65,72.118,64.017,62.439
Iteration66,71.846,64.017,62.439
Iteration67,71.772,64.017,62.439
Iteration68,71.772,64.017,62.439
Iteration69,71.772,64.017,62.439
Iteration70,71.518,64.017,62.439
Iteration71,69.847,64.226,61.951
Iteration72,69.847,64.226,61.951
Iteration73,69.847,64.226,61.951
Iteration74,69.847,64.226,61.951
Iteration75,67.645,64.226,63.902
Iteration76,64.532,64.854,64.878
Iteration77,62.411,66.318,67.317
Iteration78,62.371,66.318,67.317
Iteration79,62.371,66.318,67.317
Iteration80,62.371,66.318,67.317
Iteration81,62.371,66.318,67.317
Iteration82,62.295,66.109,66.341
Iteration83,62.295,66.109,66.341
Iteration84,62.295,66.109,66.341
Iteration85,61.568,66.109,66.341
Iteration86,61.568,66.109,66.341
