Iteration,Error,Training_accuracy,Test_accuracy
Iteration0,61.530,65.481,62.927
Iteration1,61.119,65.481,62.927
Iteration2,61.160,65.481,62.927
Iteration3,62.423,65.481,63.415
Iteration4,61.443,65.481,63.415
Iteration5,61.471,65.481,63.415
Iteration6,61.413,65.481,63.415
Iteration7,60.506,65.481,63.415
Iteration8,60.506,65.481,63.415
Iteration9,58.965,65.481,63.415
Iteration10,58.768,65.481,63.415
Iteration11,58.768,65.481,63.415
Iteration12,54.189,65.690,64.390
Iteration13,53.897,65.690,64.390
Iteration14,53.897,65.690,64.390
Iteration15,53.632,65.690,64.390
Iteration16,53.632,65.690,64.390
Iteration17,53.632,65.690,64.390
Iteration18,53.632,65.690,64.390
Iteration19,53.632,65.690,64.390
Iteration20,51.292,69.456,68.293
Iteration21,51.055,69.456,68.293
Iteration22,51.031,69.665,68.780
Iteration23,51.031,69.665,68.780
Iteration24,50.983,68.410,66.829
Iteration25,50.417,68.410,66.829
Iteration26,50.417,68.410,66.829
Iteration27,50.417,68.410,66.829
Iteration28,50.417,68.410,66.829
Iteration29,50.255,69.247,66.829
Iteration30,50.255,69.247,66.829
Iteration31,50.168,68.619,66.829
Iteration32,50.153,68.619,66.829
Iteration33,50.153,68.619,66.829
Iteration34,48.705,70.921,67.805
Iteration35,48.658,70.921,67.805
Iteration36,48.658,70.921,67.805
Iteration37,48.658,70.921,67.805
Iteration38,48.509,70.921,67.805
Iteration39,48.509,70.921,67.805
Iteration40,48.509,70.921,67.805
Iteration41,48.509,70.921,67.805
Iteration42,48.509,70.921,67.805
Iteration43,48.509,70.921,67.805
Iteration44,48.437,71.339,67.805
Iteration45,48.437,71.339,67.805
Iteration46,48.437,71.339,67.805
Iteration47,48.437,71.339,67.805
Iteration48,48.437,71.339,67.805
Iteration49,48.437,71.339,67.805
Iteration50,48.398,71.339,67.805
Iteration51,48.398,71.339,67.805
Iteration52,47.889,72.385,68.293
Iteration53,47.820,72.385,68.293
Iteration54,46.774,71.967,68.293
Iteration55,46.774,71.967,68.293
Iteration56,46.774,71.967,68.293
Iteration57,46.548,73.013,68.780
Iteration58,46.548,73.013,68.780
Iteration59,46.548,73.013,68.780
Iteration60,46.548,73.013,68.780
Iteration61,46.227,74.686,70.732
Iteration62,46.227,74.686,70.732
Iteration63,46.227,74.686,70.732
Iteration64,46.227,74.686,70.732
Iteration65,46.227,74.686,70.732
